# This file was automatically generated by https://test.masterlens.org/ and should not be edited by hand. File was created on 2022-11-03.
# "system_name"	 "discovery_date"	 "alternate_name"	 "kind_acronym"	 "discovery_acronym"	 "reference_identifier"	 "ra_hrs"	 "ra_mins"	 "ra_secs"	 "ra_coord"	 "dec_degrees"	 "dec_arcmin"	 "dec_arcsec"	 "dec_coord"	 "lensgrade"	 "number_images"	 "theta_e"	 "theta_e_err"	 "theta_e_quality"	 "z_lens"	 "z_lens_err"	 "z_lens_quality"	 "z_source"	 "z_source_err"	 "z_source_quality"	 "vdisp"	 "vdisp_err"	 "filter_lens"	 "filter_source"	 "fluxes"	 "mag_lens"	 "mag_source"	 "morphology"	 "has_sdss"	 "sdss_link"	 "has_adsabs"	 "adsabs_link"	 "apod_link"	 "vett_status"	 "released_status"	 "hidden_status"	 "vetted"	 "released"	 "hidden"	 "graphic_status"	 "equinox"	 "sdss_ObjID"	 "sdss_specObjID"	 "time_delay0"	 "time_delay1"	 "lens_name"
"J0005+0110"	 ""	 "HSCJ0005+0110"	 "CLUST-GAL"	 "SuGOHI"	 "MNRAS495(2020)1291"	 "00"	 "05"	 "5.83"	 1.2743	 "+01"	 "10"	 "5.88"	 1.1683	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0005+0110"
"J0005-3128"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "05"	 "12.01"	 1.30005	 "-31"	 "28"	 "5.56"	 -31.46821	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0005-3128"
"J0005-3107"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "05"	 "44.73"	 1.43637	 "-31"	 "07"	 "58.58"	 -31.13294	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0005-3107"
"J0006-5507"	 ""	 ""	 "GAL-GAL"	 ""	 "ApJS243(2019)17"	 "00"	 "06"	 "10.34"	 1.543083	 "-55"	 "07"	 "50.09"	 -55.130581	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0006-5507"
"J0006-3428"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "06"	 "16.61"	 1.56922	 "-34"	 "28"	 "33.82"	 -34.47606	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0006-3428"
"J0006-5424"	 ""	 ""	 "GAL-GAL"	 ""	 "ApJS243(2019)17"	 "00"	 "06"	 "25.41"	 1.605875	 "-54"	 "24"	 "33.77"	 -54.409381	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0006-5424"
"J0006-2908"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "06"	 "38.09"	 1.65871	 "-29"	 "08"	 "40.6"	 -29.14461	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0006-2908"
"J0006-3354"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "06"	 "39.9"	 1.66623	 "-33"	 "54"	 "11.56"	 -33.90321	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0006-3354"
"J0006-3323"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "06"	 "40.8"	 1.67002	 "-33"	 "23"	 "51.4"	 -33.39761	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0006-3323"
"J0006+0141"	 ""	 "HSCJ0006+0141"	 "GAL-GAL"	 "SuGOHI"	 "MNRAS495(2020)1291"	 "00"	 "06"	 "44.59"	 1.6858	 "+01"	 "41"	 "23.64"	 1.6899	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0006+0141"
"J0006-4429"	 ""	 "DESJ0006-4429"	 "GAL-GAL"	 ""	 "ApJS243(2019)17"	 "00"	 "06"	 "44.62"	 1.68592	 "-44"	 "29"	 "50.46"	 -44.49735	 ""	 0	 NaN	 NaN	 0	 0.53	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0006-4429"
"J0006-0040"	 ""	 "HSCJ0006-0040"	 "CLUST-GAL"	 "SuGOHI"	 "MNRAS495(2020)1291"	 "00"	 "06"	 "56.11"	 1.7338	 "-00"	 "40"	 "51.24"	 -0.6809	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0006-0040"
"J0006-3123"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "06"	 "58.62"	 1.74425	 "-31"	 "23"	 "12.59"	 -31.38683	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0006-3123"
"J0007-3050"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "07"	 "4.09"	 1.76704	 "-30"	 "50"	 "52.22"	 -30.84784	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0007-3050"
"J0007-3406"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "07"	 "8.2"	 1.78415	 "-34"	 "06"	 "1.08"	 -34.1003	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0007-3406"
"J0007+1821"	 ""	 "SDSSJ0007+1821"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "00"	 "07"	 "11.05"	 1.796033	 "+18"	 "21"	 "47.48"	 18.363188	 ""	 0	 NaN	 NaN	 0	 0.6774	 NaN	 0	 1.6174	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0007+1821"
"J0007-3152"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "07"	 "11.1"	 1.79626	 "-31"	 "52"	 "4.01"	 -31.86778	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0007-3152"
"J0007-3227"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "07"	 "13.12"	 1.80467	 "-32"	 "27"	 "43.34"	 -32.46204	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0007-3227"
"J0007-3153"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "07"	 "15.9"	 1.81623	 "-31"	 "53"	 "36.42"	 -31.89345	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0007-3153"
"J0007-3040"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "07"	 "17.91"	 1.82463	 "-30"	 "40"	 "28.13"	 -30.67448	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0007-3040"
"J0007-3259"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "07"	 "26.49"	 1.86039	 "-32"	 "59"	 "1.21"	 -32.98367	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0007-3259"
"J0007-4434"	 ""	 "DESJ0007-4434"	 "GAL-GAL"	 ""	 "ApJS243(2019)17"	 "00"	 "07"	 "29.28"	 1.87201	 "-44"	 "34"	 "46.16"	 -44.57949	 ""	 0	 NaN	 NaN	 0	 0.52	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0007-4434"
"J0007-3046"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "07"	 "32.06"	 1.88358	 "-30"	 "46"	 "13.51"	 -30.77042	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0007-3046"
"J0007-3344"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "07"	 "47.7"	 1.94876	 "-33"	 "44"	 "41.42"	 -33.74484	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0007-3344"
"J0007-3326"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "07"	 "51.6"	 1.96502	 "-33"	 "26"	 "8.99"	 -33.43583	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0007-3326"
"J0007-3202"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "07"	 "56.44"	 1.98516	 "-32"	 "02"	 "0.49"	 -32.03347	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0007-3202"
"HSC J0008+0201[J000800+020000]"	 ""	 "HSC J0008+0201[J000800+020000]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "00"	 "08"	 "0.0"	 2.0	 "+02"	 "00"	 "0.0"	 2.0	 ""	 0	 NaN	 NaN	 0	 0.367	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "HSC J0008+0201"
"J0008+0200"	 ""	 "SS2"	 "GAL-QSO"	 ""	 "MNRAS456(2016)1948"	 "00"	 "08"	 "0.0"	 2.0	 "+02"	 "00"	 "0.0"	 2.0	 ""	 0	 NaN	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0008+0200"
"SDSS J0008-0004"	 "2008-08-01"	 ""	 "GAL-GAL"	 "SLACS"	 "ApJ682(2008)964"	 "00"	 "08"	 "2.96"	 2.01231	 "-00"	 "04"	 "8.26"	 -0.06896	 "A"	 3	 1.16	 0.02	 1	 0.4400	 0.0001	 1	 1.192	 0.001	 1	 232	 39	 "I"	 ""	 NaN	 "18.52"	 ""	 ""	 "1"	 "ra=2.01231&amp;amp;dec=-0.06896"	 "1"	 "&amp;amp;object=2.01231%2D0.06896"	 ""	 "1"	 "1"	 "0"	 "2012-11-27 14:03:29"	 "2012-11-27 14:03:29"	 "0000-00-00 00:00:00"	 "3"	 "J2000"	 "1237657190906069665"	 "753269961564121088"	 0	 0	 "SDSS J0008-0004"
"J0008-5615"	 ""	 "J000806.23&minus;561551.9"	 "GAL-QSO"	 ""	 "MNRAS489(2019)2525"	 "00"	 "08"	 "6.23"	 2.025958	 "-56"	 "15"	 "51.9"	 -56.264417	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0008-5615"
"J0008+0011"	 ""	 "HSCJ0008+0011"	 "CLUST-GAL"	 "SuGOHI"	 "MNRAS495(2020)1291"	 "00"	 "08"	 "14.09"	 2.0587	 "+00"	 "11"	 "20.76"	 0.1891	 ""	 0	 NaN	 NaN	 0	 0.506	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0008+0011"
"J0008+0201"	 ""	 "HSCJ0008+0201"	 "CLUST-GAL"	 "SuGOHI"	 "MNRAS495(2020)1291"	 "00"	 "08"	 "14.21"	 2.0592	 "+02"	 "01"	 "20.28"	 2.0223	 ""	 0	 NaN	 NaN	 0	 0.367	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0008+0201"
"J0008-0436"	 ""	 "000815&minus;043634"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "00"	 "08"	 "14.65"	 2.061059	 "-04"	 "36"	 "33.76"	 -4.609377	 ""	 0	 1.2	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0008-0436"
"J0008-3237"	 ""	 "KIDSJ0008&minus;3237"	 "GAL-QSO"	 "KiDS-SQuaD"	 "A&amp;A632A(2019)56"	 "00"	 "08"	 "16.01"	 2.066708	 "-32"	 "37"	 "15.8"	 -32.621056	 ""	 0	 1.35	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0008-3237"
"J0008+1705"	 ""	 "SDSSJ0008+1705"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "00"	 "08"	 "20.52"	 2.085507	 "+17"	 "05"	 "41.19"	 17.094776	 ""	 0	 NaN	 NaN	 0	 0.4714	 NaN	 0	 1.2339	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0008+1705"
"J0008+0313"	 ""	 "000823+031342"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "00"	 "08"	 "22.65"	 2.094362	 "+03"	 "13"	 "41.59"	 3.228219	 ""	 0	 1.6	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0008+0313"
"J0008-3156"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "08"	 "31.61"	 2.13171	 "-31"	 "56"	 "22.52"	 -31.93959	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0008-3156"
"J0008-3922"	 ""	 ""	 "GAL-GAL"	 ""	 "ApJS243(2019)17"	 "00"	 "08"	 "35.18"	 2.146583	 "-39"	 "22"	 "38.5"	 -39.377361	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0008-3922"
"J0008-3333"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "08"	 "35.6"	 2.14835	 "-33"	 "33"	 "14.47"	 -33.55402	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0008-3333"
"J0008+0015"	 ""	 "HSCJ0008+0015"	 "CLUST-GAL"	 "SuGOHI"	 "MNRAS495(2020)1291"	 "00"	 "08"	 "48.79"	 2.2033	 "+00"	 "15"	 "50.76"	 0.2641	 ""	 0	 NaN	 NaN	 0	 0.397	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0008+0015"
"J0008-3159"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "08"	 "51.99"	 2.21661	 "-31"	 "59"	 "27.17"	 -31.99088	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0008-3159"
"J0008+0209"	 ""	 "SDSSJ0008+0209"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "00"	 "08"	 "53.95"	 2.224783	 "+02"	 "09"	 "54.72"	 2.165199	 ""	 0	 NaN	 NaN	 0	 0.296	 NaN	 0	 1.0341	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0008+0209"
"J0009+1904"	 ""	 "SDSSJ0009+1904"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "00"	 "09"	 "1.03"	 2.254281	 "+19"	 "04"	 "49.89"	 19.080524	 ""	 0	 NaN	 NaN	 0	 0.7114	 NaN	 0	 1.3263	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0009+1904"
"J0009-2916"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "09"	 "12.25"	 2.301041	 "-29"	 "16"	 "4.78"	 -29.267995	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0009-2916"
"J0009-3008"	 ""	 ""	 ""	 ""	 "MNRAS484(2019)3879P"	 "00"	 "09"	 "12.55"	 2.30228	 "-30"	 "08"	 "7.04"	 -30.13529	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0009-3008"
"J0009+0147"	 ""	 "HSCJ0009+0147"	 "CLUST-GAL"	 "SuGOHI"	 "MNRAS495(2020)1291"	 "00"	 "09"	 "14.26"	 2.3094	 "+01"	 "47"	 "26.88"	 1.7908	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0009+0147"
"J0009+0010"	 ""	 "HSCJ0009+0010"	 "GAL-GAL"	 "SuGOHI"	 "MNRAS495(2020)1291"	 "00"	 "09"	 "14.62"	 2.3109	 "+00"	 "10"	 "32.88"	 0.1758	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0009+0010"
"J0009+1625"	 ""	 "SDSSJ0009+1625"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "00"	 "09"	 "29.74"	 2.373933	 "+16"	 "25"	 "37.48"	 16.427078	 ""	 0	 NaN	 NaN	 0	 0.3658	 NaN	 0	 0.9892	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0009+1625"
"J0009+2041"	 ""	 "SDSSJ0009+2041"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "00"	 "09"	 "37.65"	 2.406872	 "+20"	 "41"	 "2.66"	 20.684072	 ""	 0	 NaN	 NaN	 0	 0.3866	 NaN	 0	 1.0776	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0009+2041"
